year,country,gdp_per_capita
2015,IE,61987.5509982224
2016,IE,62543.4690554909
2017,IE,67397.118681859
2018,IE,72578.4378391554
2019,IE,75112.8050295591
2020,IE,78558.2975121754
1985,TR,4473.30837592613
1986,TR,4691.99785728307
1987,TR,5039.30780719747
1988,TR,5061.87260091835
1989,TR,4986.63752784716
1990,TR,5354.80453104322
1991,TR,5303.00977154228
1992,TR,5479.29382064114
1993,TR,5804.31912905101
1994,TR,5445.85257760296
1995,TR,5782.2531159155
1996,TR,6111.0778989006
1997,TR,6470.78339443597
1998,TR,6522.94173019496
1999,TR,6213.06375522918
2000,TR,6543.7314468452
2001,TR,6075.99562671406
2002,TR,6373.13190722821
2003,TR,6644.14590345974
2004,TR,7194.68202623479
2005,TR,7738.57821530378
2006,TR,8173.53625104099
2007,TR,8483.96613595463
2008,TR,8451.47911084719
2009,TR,7942.03133076445
2010,TR,8491.58865227409
2011,TR,9299.13730289693
2012,TR,9586.76908831811
2013,TR,10225.7160912882
2014,TR,10549.676064426
2015,TR,11006.2795239649
2016,TR,11187.0536378814
2017,TR,11835.2611056347
2018,TR,12004.3769123433
2019,TR,11956.1978210009
2020,TR,12035.0334481449
1985,ES,15375.8745431636
1986,ES,15828.7370301982
1987,ES,16663.5070682924
1988,ES,17475.30183663
1989,ES,18290.1428737002
1990,ES,18962.4460513325
1991,ES,19395.7995223225
1992,ES,19480.3875563075
1993,ES,19179.7353629286
1994,ES,19543.5570987733
1995,ES,19994.0276895111
1996,ES,20440.6575630449
1997,ES,21108.832424233
1998,ES,21945.1437061243
1999,ES,22837.8336288066
2000,ES,23928.6716563381
2001,ES,24697.7585499539
2002,ES,25016.3719957174
2003,ES,25300.6213361732
2004,ES,25644.383226195
2005,ES,26135.6515826984
2006,ES,26751.8814133152
2007,ES,27207.873123646
2008,ES,27014.8147831246
2009,ES,25768.9261836715
2010,ES,25692.3696397122
2011,ES,25392.7471196427
2012,ES,24625.2702886027
2013,ES,24351.4621903478
2014,ES,24762.3808669492
2015,ES,25732.0183647454
2016,ES,26489.6586768835
2017,ES,27213.4516690616
2018,ES,27714.6575535931
2019,ES,28091.0123345952
2020,ES,24935.399446986
1985,NL,27209.2747616279
1986,NL,27812.8122170841
1987,NL,28170.6282684035
1988,NL,28952.3754382161
1989,NL,30051.2829137158
1990,NL,31093.5448650149
1991,NL,31601.9412997406
1992,NL,31899.0042880829
1993,NL,32075.8043994805
1994,NL,32827.0737124341
1995,NL,33683.1950698842
1996,NL,34701.2033877281
1997,NL,36017.5525135213
1998,NL,37465.639235757
1999,NL,39090.6642981786
2000,NL,40440.6753442634
2001,NL,41070.5219300347
2002,NL,40897.8747052156
2003,NL,40768.7233741055
2004,NL,41433.7379261672
2005,NL,42184.8069590736
2006,NL,43574.7751886319
2007,NL,45120.5291150749
2008,NL,45920.6770248553
2009,NL,44009.8999764991
2010,NL,44372.6559132716
2011,NL,44851.2719258373
2012,NL,44225.1843486817
2013,NL,44037.5905394991
2014,NL,44503.9932132535
2015,NL,45175.2318933798
2016,NL,45920.3140161741
2017,NL,46978.4488012077
2018,NL,47807.5889502256
2019,NL,48424.2538391367
2020,NL,46327.6715907327
1985,IL,0.0
1986,IL,0.0
1987,IL,0.0
1988,IL,0.0
1989,IL,0.0
1990,IL,0.0
1991,IL,0.0
1992,IL,0.0
1993,IL,0.0
1994,IL,0.0
1995,IL,27024.5055434235
1996,IL,27642.5162244929
1997,IL,28005.4426496677
1998,IL,28462.3520924007
1999,IL,28604.1669862234
2000,IL,29960.5713314059
2001,IL,29291.7255176325
2002,IL,28721.7335425242
2003,IL,28524.8107512399
2004,IL,29202.4477398957
2005,IL,29790.8879026553
2006,IL,30906.0646874568
2007,IL,32105.5117557922
2008,IL,32486.2724068587
2009,IL,32012.4841144335
2010,IL,33187.0432406989
2011,IL,34086.607067632
2012,IL,34276.5502597465
2013,IL,35055.7980583069
2014,IL,35737.6608102205
2015,IL,35813.7134069142
2016,IL,36462.3112429201
2017,IL,37033.7813335198
2018,IL,37591.0640055966
2019,IL,38152.7353182905
2020,IL,36563.9442298545
1985,MA,1469.19861771915
1986,MA,1571.63663419762
1987,MA,1535.138073003
1988,MA,1684.40944395639
1989,MA,1699.95565340277
1990,MA,1725.70909115491
1991,MA,1816.83529695778
1992,MA,1747.2977633005
1993,MA,1704.69659758326
1994,MA,1854.47275372391
1995,MA,1727.3109902572
1996,MA,1913.10891250071
1997,MA,1857.72845666304
1998,MA,1966.51388159555
1999,MA,1962.99392214214
2000,MA,1976.09144295419
2001,MA,2095.17473994426
2002,MA,2134.85025587744
2003,MA,2235.41793764214
2004,MA,2315.18749618417
2005,MA,2363.44444671891
2006,MA,2512.8613660627
2007,MA,2571.2644401938
2008,MA,2691.26840031743
2009,MA,2771.0466689914
2010,MA,2839.92611978697
2011,MA,2948.84424887755
2012,MA,2995.45235738661
2013,MA,3087.12241395529
2014,MA,3125.07948072635
2015,MA,3222.05417836739
2016,MA,3212.81782755422
2017,MA,3305.86952404542
2018,MA,3366.85015480517
2019,MA,3407.78847905092
2020,MA,3126.96406913402
1985,AE,77702.2921756698
1986,AE,62414.5068927396
1987,AE,60858.8108807631
1988,AE,55857.7636190788
1989,AE,59163.8266398628
1990,AE,66072.8415968215
1991,AE,62900.925279037
1992,AE,61340.2353875724
1993,AE,58676.9950687171
1994,AE,59408.9462039137
1995,AE,60213.9063652757
1996,AE,60593.6982944342
1997,AE,62311.3265746369
1998,AE,59342.1225409761
1999,AE,57918.2152414432
2000,AE,60761.5129247891
2001,AE,58465.3928730066
2002,AE,56857.4174458559
2003,AE,57975.4168914752
2004,AE,57953.3803392997
2005,AE,53884.8426393613
2006,AE,51235.5031201824
2007,AE,45422.5008697066
2008,AE,40785.4785093141
2009,AE,34605.9790228218
2010,AE,32559.0464724589
2011,AE,33271.4478095707
2012,AE,34022.6889203414
2013,AE,35523.1591091016
2014,AE,36979.6504601721
2015,AE,38663.4005026605
2016,AE,39429.3803967478
2017,AE,39828.1757024993
2018,AE,39700.4904275076
2019,AE,39789.9668532093
2020,AE,0.0
1985,CU,5276.97439016526
1986,CU,5237.40685237158
1987,CU,5060.53671915718
1988,CU,5192.09424343284
1989,CU,5174.42988817877
1990,CU,4977.7772252902
1991,CU,4413.6364016394
1992,CU,3879.66495608759
1993,CU,3286.24156422034
1994,CU,3294.79272027203
1995,CU,3360.3172443028
1996,CU,3606.8170310933
1997,CU,3690.19326362277
1998,CU,3679.6675323479
1999,CU,3891.18959398501
2000,CU,4105.8794871872
2001,CU,4222.13713348563
2002,CU,4268.91705587996
2003,CU,4419.17755670693
2004,CU,4665.38656904123
2005,CU,5182.81969599319
2006,CU,5808.34956537117
2007,CU,6235.76589977118
2008,CU,6500.65260135736
2009,CU,6601.02638947254
2010,CU,6759.34279884097
2011,CU,6942.05769695221
2012,CU,7138.36817279144
2013,CU,7317.85399615708
2014,CU,7378.69626373225
2015,CU,7694.01463710941
2016,CU,7726.49504352464
2017,CU,7863.39468388695
2018,CU,8040.98799500021
2019,CU,8026.80343590079
2020,CU,0.0
1985,SE,31472.5916095749
1986,SE,32244.5427172446
1987,SE,33214.9576323827
1988,SE,33908.7385537576
1989,SE,34577.4837345325
1990,SE,34570.3057339939
1991,SE,33941.9851819102
1992,SE,33352.5383635834
1993,SE,32474.4299146671
1994,SE,33511.6487224481
1995,SE,34648.1189154575
1996,SE,35139.4029916108
1997,SE,36197.6342064807
1998,SE,37737.4622753825
1999,SE,39309.5970016519
2000,SE,41117.1524303504
2001,SE,41601.3076782847
2002,SE,42377.119637975
2003,SE,43194.9261684047
2004,SE,44891.323206397
2005,SE,45990.3743263984
2006,SE,47864.8108642309
2007,SE,49145.1958332412
2008,SE,48544.1158941036
2009,SE,46043.4809449994
2010,SE,48369.9100407876
2011,SE,49539.9726076492
2012,SE,48885.5484179725
2013,SE,49048.8187500238
2014,SE,49855.301012313
2015,SE,51545.4836095322
2016,SE,51955.8610703634
2017,SE,52576.8102821051
2018,SE,52983.0068617482
2019,SE,53490.3518198746
2020,SE,51620.7010607563
1985,CN,667.127363525023
1986,CN,716.104075086962
1987,CN,786.863491695095
1988,CN,861.191965465324
1989,CN,883.762594105905
1990,CN,905.030858570453
1991,CN,975.461192526886
1992,CN,1100.64417174238
1993,CN,1239.1271844926
1994,CN,1384.92771102922
1995,CN,1520.02678450203
1996,CN,1653.43086834505
1997,CN,1787.7638191814
1998,CN,1909.61895536109
1999,CN,2038.20287385107
2000,CN,2193.8929912059
2001,CN,2359.56821727539
2002,CN,2557.88709386907
2003,CN,2797.17171830387
2004,CN,3061.82776434297
2005,CN,3390.7101702354
2006,CN,3800.75908240911
2007,CN,4319.02376854822
2008,CN,4711.63512676117
2009,CN,5128.89506825024
2010,CN,5647.05875239019
2011,CN,6156.82859584857
2012,CN,6608.70712164955
2013,CN,7086.8741425548
2014,CN,7574.67993141248
2015,CN,8066.94263493206
2016,CN,8572.88213343734
2017,CN,9117.33771149166
2018,CN,9688.46685936294
2019,CN,10228.292811471
2020,CN,10430.730046943
1985,FR,24822.9843604873
1986,FR,25259.8576259788
1987,FR,25759.369466617
1988,FR,26829.2580318873
1989,FR,27843.408105201
1990,FR,28512.1087094134
1991,FR,28651.7591744876
1992,FR,28965.6109339918
1993,FR,28659.0713172147
1994,FR,29225.9504481256
1995,FR,29734.0452190384
1996,FR,30047.6086147551
1997,FR,30641.027776568
1998,FR,31623.8468164425
1999,FR,32537.9949586278
2000,FR,33583.8574420862
2001,FR,34001.7040416735
2002,FR,34138.6339381012
2003,FR,34176.5557264239
2004,FR,34885.8438638049
2005,FR,35199.7343164658
2006,FR,35811.3437917226
2007,FR,36453.4348155073
2008,FR,36342.7039869269
2009,FR,35117.3235150994
2010,FR,35625.4740419487
2011,FR,36230.9692176114
2012,FR,36168.9393600525
2013,FR,36190.6104790852
2014,FR,36363.9915771867
2015,FR,36638.184929157
2016,FR,36941.9362430702
2017,FR,37678.9272975347
2018,FR,38276.4694198731
2019,FR,38896.6854275513
2020,FR,35765.3816394215
1985,LU,45084.7383217017
1986,LU,49363.9870907581
1987,LU,50982.8649961856
1988,LU,54897.8938171522
1989,LU,59693.3944566018
1990,LU,62086.9872597445
1991,LU,66556.2609019821
1992,LU,66873.1224780897
1993,LU,68753.0718624208
1994,LU,70414.5775203401
1995,LU,70426.7596030592
1996,LU,70439.2521943382
1997,LU,73533.5864332643
1998,LU,77014.4928216676
1999,LU,82425.286489049
2000,LU,88025.839662526
2001,LU,89186.5598387076
2002,LU,91628.0161976941
2003,LU,91996.1401592215
2004,LU,93973.984870685
2005,LU,95483.077643569
2006,LU,98838.4885940564
2007,LU,105454.733374558
2008,LU,102261.002431067
2009,LU,96009.4060481972
2010,LU,98859.0833001351
2011,LU,99141.1068871714
2012,LU,96447.3544142432
2013,LU,97687.8677676971
2014,LU,99511.9710884293
2015,LU,101376.496574339
2016,LU,103753.580730435
2017,LU,103085.673722591
2018,LU,104261.936715747
2019,LU,104583.715895899
2020,LU,101206.753767828
1985,PA,5920.36404848012
1986,PA,5998.33579460928
1987,PA,5763.40370290885
1988,PA,4886.25694897722
1989,PA,4858.25464676472
1990,PA,5142.21999821721
1991,PA,5510.22871193854
1992,PA,5839.87317726888
1993,PA,6032.86864466376
1994,PA,6078.75152094884
1995,PA,6059.81880597032
1996,PA,6179.32585274396
1997,PA,6445.76024841069
1998,PA,6780.20512117525
1999,PA,6906.17602061462
2000,PA,6955.27311561095
2001,PA,6860.93689761926
2002,PA,6881.23894654579
2003,PA,7036.86988741049
2004,PA,7426.63806346596
2005,PA,7815.21160769068
2006,PA,8337.57088110956
2007,PA,9169.13714938571
2008,PA,9893.67833386329
2009,PA,9840.3157893539
2010,PA,10232.3272057982
2011,PA,11193.9651587066
2012,PA,12079.486499731
2013,PA,12695.2344527216
2014,PA,13113.2422271674
2015,PA,13630.3228683958
2016,PA,14062.4361304324
2017,PA,14596.7084754452
2018,PA,14868.1102926356
2019,PA,15069.0658185132
2020,PA,12168.4705561099
1985,BG,3919.18896984334
1986,BG,4085.17607851839
1987,BG,4326.14478510598
1988,BG,4794.23758100093
1989,BG,4691.08041660164
1990,BG,4340.9753438688
1991,BG,4013.92327359653
1992,BG,3762.19955247593
1993,BG,3736.19472273126
1994,BG,3817.05937943054
1995,BG,3943.56388976294
1996,BG,4167.6588380913
1997,BG,3597.9886552785
1998,BG,3777.29468517228
1999,BG,3483.97444230667
2000,BG,3668.65429675323
2001,BG,3885.27240092847
2002,BG,4206.89911290336
2003,BG,4458.81120420508
2004,BG,4782.00006881152
2005,BG,5162.8112341045
2006,BG,5556.03285955315
2007,BG,5964.03812771231
2008,BG,6371.55407049382
2009,BG,6196.31781406542
2010,BG,6272.13522629895
2011,BG,6461.11420452556
2012,BG,6521.82023129136
2013,BG,6579.78707439965
2014,BG,6742.059072337
2015,BG,7055.93567291245
2016,BG,7377.0634491844
2017,BG,7691.44056606678
2018,BG,7986.75743527881
2019,BG,8340.3146897669
2020,BG,8049.81919216986
1985,ZA,4768.07589409868
1986,ZA,4652.59597981548
1987,ZA,4639.28709245271
1988,ZA,4723.52855777643
1989,ZA,4725.03250069347
1990,ZA,4598.60988984681
1991,ZA,4440.9513281694
1992,ZA,4238.87303827476
1993,ZA,4187.09709316781
1994,ZA,4221.98334489703
1995,ZA,4261.2917519488
1996,ZA,4359.8006319665
1997,ZA,4395.48212634969
1998,ZA,4347.19617380735
1999,ZA,4385.63791670092
2000,ZA,4505.89639890697
2001,ZA,4566.26668616395
2002,ZA,4675.76293282338
2003,ZA,4755.10182977479
2004,ZA,4911.49941036713
2005,ZA,5107.07681426935
2006,ZA,5325.5452787136
2007,ZA,5539.01956682105
2008,ZA,5640.02359087937
2009,ZA,5476.53437522754
2010,ZA,5561.47928988453
2011,ZA,5657.22171750527
2012,ZA,5691.71454556114
2013,ZA,5740.32639507131
2014,ZA,5754.48537962501
2015,ZA,5734.63342207587
2016,ZA,5673.39345509888
2017,ZA,5672.69308916239
2018,ZA,5639.90199673467
2019,ZA,5574.64388994402
2020,ZA,5121.04464269797
1985,TW,
1986,TW,
1987,TW,
1988,TW,
1989,TW,
1990,TW,
1991,TW,
1992,TW,
1993,TW,
1994,TW,
1995,TW,
1996,TW,
1997,TW,
1998,TW,
1999,TW,
2000,TW,
2001,TW,
2002,TW,
2003,TW,
2004,TW,
2005,TW,
2006,TW,
2007,TW,
2008,TW,
2009,TW,
2010,TW,
2011,TW,
2012,TW,
2013,TW,
2014,TW,
2015,TW,
2016,TW,
2017,TW,
2018,TW,
2019,TW,
2020,TW,
1985,AR,9009.00172884746
1986,AR,9412.99481333182
1987,AR,9517.10860962445
1988,AR,9269.35579048858
1989,AR,8477.67290299912
1990,AR,8149.24061868556
1991,AR,8769.75039972016
1992,AR,9338.69951701644
1993,AR,9974.00441871003
1994,AR,10423.3788791662
1995,AR,10003.0916892982
1996,AR,10430.6824927136
1997,AR,11146.7210336555
1998,AR,11445.5649384682
1999,AR,10935.6445948055
2000,AR,10730.6082172968
2001,AR,10146.1068184859
2002,AR,8943.30800223846
2003,AR,9629.84408600561
2004,AR,10389.1512740641
2005,AR,11192.1795786128
2006,AR,11970.6553871118
2007,AR,12919.2353647124
2008,AR,13310.6236843092
2009,AR,12398.2835807357
2010,AR,13551.3391940229
2011,AR,14200.2698890608
2012,AR,13895.6337072986
2013,AR,14071.5086831557
2014,AR,13567.9484159809
2015,AR,13789.060424772
2016,AR,13360.2118345982
2017,AR,13595.0373551081
2018,AR,13112.4011339529
2019,AR,12711.705186853
2020,AR,11342.0218239541
1985,BR,6062.54382770247
1986,BR,6412.45692979351
1987,BR,6512.0729508714
1988,BR,6381.46849327781
1989,BR,6469.09989367015
1990,BR,6155.87438138397
1991,BR,6139.96401739849
1992,BR,6007.84084073977
1993,BR,6184.29492584966
1994,BR,6408.63576251926
1995,BR,6584.83352741336
1996,BR,6624.10914057465
1997,BR,6742.72066642491
1998,BR,6662.86225828288
1999,BR,6595.6248298653
2000,BR,6787.67797716108
2001,BR,6788.58554804619
2002,BR,6904.63444707993
2003,BR,6896.14632279062
2004,BR,7206.27133740783
2005,BR,7352.29226965769
2006,BR,7560.71199947724
2007,BR,7936.83488269737
2008,BR,8258.62676248812
2009,BR,8169.27318076463
2010,BR,8702.266794901
2011,BR,8965.63256916182
2012,BR,9056.59029073811
2013,BR,9247.5855635843
2014,BR,9214.98938314987
2015,BR,8814.00141787464
2016,BR,8455.32348121931
2017,BR,8498.30510191241
2018,BR,8582.34994282074
2019,BR,8638.29428665528
2020,BR,8228.79135082195
1985,GB,26081.0029704892
1986,GB,26840.4062196468
1987,GB,28227.7525167969
1988,GB,29779.6806564651
1989,GB,30467.8678511743
1990,GB,30599.8184459506
1991,GB,30168.8243493449
1992,GB,30208.0236297144
1993,GB,30886.015697252
1994,GB,31992.3427337598
1995,GB,32715.6203912636
1996,GB,33445.496767754
1997,GB,35019.199539071
1998,GB,36211.9535430908
1999,GB,37280.7069173319
2000,GB,38450.2208515377
2001,GB,39348.2676067342
2002,GB,40035.7204658249
2003,GB,41173.4919821351
2004,GB,41875.9034336311
2005,GB,42818.6169647314
2006,GB,43650.0339352817
2007,GB,44333.8657875995
2008,GB,43863.6881561791
2009,GB,41742.2267535582
2010,GB,42275.2883500297
2011,GB,42481.3029251905
2012,GB,42790.3727048028
2013,GB,43433.9477037155
2014,GB,44349.5198680738
2015,GB,45039.2359520486
2016,GB,45469.0777439265
2017,GB,45947.1643412566
2018,GB,46241.6519696352
2019,GB,46611.844332875
2020,GB,41811.3598070199
1985,SA,15248.7626868654
1986,SA,16969.6530941405
1987,SA,15129.5744765427
1988,SA,16403.8935196748
1989,SA,15700.2417648352
1990,SA,17453.4124484581
1991,SA,19427.8578697857
1992,SA,19606.3988338284
1993,SA,18815.7738940915
1994,SA,18452.2250268934
1995,SA,18070.4018531975
1996,SA,18162.0466807963
1997,SA,18009.3143241699
1998,SA,18178.0491521116
1999,SA,17137.7202699684
2000,SA,17690.667661002
2001,SA,17032.3631103121
2002,SA,16094.7060623874
2003,SA,17384.8003795546
2004,SA,18219.8637993451
2005,SA,18683.3838319266
2006,SA,18669.6202875056
2007,SA,18496.3311742545
2008,SA,19117.9356513087
2009,SA,18202.6991630007
2010,SA,18568.3698643145
2011,SA,19813.2589221404
2012,SA,20249.8045023442
2013,SA,20175.5579524664
2014,SA,20327.6749584593
2015,SA,20627.9269288204
2016,SA,20503.3817729956
2017,SA,19946.9553702638
2018,SA,20067.778733703
2019,SA,19801.8742165029
2020,SA,18691.2474250888
